months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
294,49,756870,1996-01-26,IN,500/1000,500.0,1135.43,0,442604,MALE,1135.43,farming-fishing,bungie-jumping,own-child,22700.0,0,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,9633 MLK Lane,23,3,YES,1,1,YES,42900.0,42900.0,42900.0,35100,Chevrolet,Malibu,2010,N,Middle Aged,Long-Term Client,24.5,27818.035,-15081.965
272,41,337158,1991-04-08,OH,250/500,2000.0,945.73,5000000,435663,MALE,945.73,protective-serv,chess,wife,38600.0,-42800,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,4981 Flute Hwy,23,1,NO,0,0,NO,84100.0,84100.0,84100.0,58870,Ford,Escape,2009,Y,Middle Aged,Long-Term Client,22.666666666666668,21436.54666666667,-62663.45333333333
27,27,919875,2002-06-29,IN,100/300,2000.0,1118.76,0,470866,FEMALE,1118.76,adm-clerical,dancing,own-child,0.0,-55800,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,9078 Francis Ridge,23,1,YES,1,3,NO,61560.0,61560.0,61560.0,47880,Ford,Fusion,2008,N,Young Adult,Established Client,2.25,2517.21,-59042.79
251,39,315631,1999-04-09,IN,500/1000,2000.0,1231.98,0,612908,FEMALE,1231.98,other-service,hiking,not-in-family,0.0,-31700,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,1381 Francis Ave,10,1,YES,0,0,NO,44240.0,44240.0,44240.0,33180,Dodge,RAM,1997,N,Middle Aged,Long-Term Client,20.916666666666668,25768.915,-18471.085
180,33,113464,2009-04-19,IN,500/1000,2000.0,1005.47,0,441871,FEMALE,1005.47,protective-serv,hiking,own-child,58100.0,-49000,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,6435 Texas Ave,12,4,YES,2,3,YES,57700.0,57700.0,57700.0,40390,Jeep,Grand Cherokee,2002,N,Middle Aged,Long-Term Client,15.0,15082.050000000001,-42617.95
392,50,556415,1991-08-22,OH,100/300,2000.0,1108.97,0,431496,FEMALE,1108.97,exec-managerial,exercise,not-in-family,68400.0,-66800,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,1248 MLK Ridge,4,1,NO,2,2,YES,108030.0,108030.0,108030.0,74790,Saab,92x,2002,N,Middle Aged,Long-Term Client,32.666666666666664,36226.35333333333,-71803.64666666667
143,30,250249,1991-11-28,IN,100/300,500.0,1392.39,5000000,436499,FEMALE,1392.39,exec-managerial,dancing,unmarried,0.0,-65700,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,3323 1st Lane,16,1,NO,2,0,YES,54300.0,54300.0,54300.0,38010,Toyota,Highlander,2010,N,Young Adult,Established Client,11.916666666666666,16592.647500000003,-37707.35249999999
371,54,403776,2012-04-27,IN,100/300,2000.0,1317.97,0,469853,MALE,1317.97,craft-repair,movies,wife,34700.0,-81000,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,6971 Best Ridge,18,3,YES,1,2,NO,32280.0,32280.0,32280.0,21520,Ford,Fusion,2010,Y,Middle Aged,Long-Term Client,30.916666666666668,40747.239166666666,8467.239166666666
292,42,396002,2007-03-04,IN,250/500,1000.0,1588.22,0,605369,MALE,1588.22,machine-op-inspct,camping,other-relative,0.0,-53800,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,7488 Lincoln Lane,15,3,YES,1,1,NO,84600.0,84600.0,84600.0,59220,Chevrolet,Malibu,2007,N,Middle Aged,Long-Term Client,24.333333333333332,38646.68666666666,-45953.31333333334
165,35,976908,2012-12-31,IL,250/500,500.0,900.02,6000000,448466,MALE,900.02,craft-repair,camping,own-child,0.0,-49900,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,9007 Francis Hwy,8,1,NO,1,3,YES,69700.0,69700.0,69700.0,55760,BMW,3 Series,2008,N,Middle Aged,Long-Term Client,13.75,12375.275,-57324.725
158,33,509489,2013-12-21,OH,100/300,1000.0,1744.64,3000000,432786,MALE,1744.64,prof-specialty,movies,unmarried,0.0,0,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,1491 Francis Ridge,4,3,NO,0,1,NO,36400.0,36400.0,36400.0,25480,Volkswagen,Jetta,1998,N,Middle Aged,Long-Term Client,13.166666666666666,22971.093333333338,-13428.906666666662
241,39,485295,2005-04-28,OH,250/500,1000.0,1260.56,0,473591,FEMALE,1260.56,adm-clerical,paintball,own-child,0.0,-54900,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,3659 Oak Lane,20,3,NO,0,2,YES,37520.0,37520.0,37520.0,28140,Jeep,Wrangler,2010,N,Middle Aged,Long-Term Client,20.083333333333332,25316.246666666666,-12203.753333333334
103,33,361829,1994-09-17,OH,500/1000,2000.0,1021.14,0,618418,FEMALE,1021.14,other-service,paintball,wife,69500.0,-47700,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,4176 Britain Hwy,1,3,NO,2,3,NO,79090.0,79090.0,79090.0,50330,Dodge,RAM,2014,N,Middle Aged,Established Client,8.583333333333334,8764.785,-70325.215
402,54,603632,2003-08-16,OH,250/500,2000.0,1285.09,0,444558,MALE,1285.09,farming-fishing,board-games,not-in-family,48000.0,-79600,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,5189 Francis Drive,19,1,NO,0,2,YES,67770.0,67770.0,67770.0,45180,Mercedes,ML350,2013,Y,Middle Aged,Long-Term Client,33.5,43050.51499999999,-24719.485000000008
102,32,783494,2014-09-02,OH,100/300,500.0,1537.07,3000000,457733,MALE,1537.07,tech-support,chess,wife,0.0,0,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,6515 Oak Lane,11,1,NO,1,0,NO,47400.0,47400.0,47400.0,33180,Chevrolet,Silverado,2004,Y,Middle Aged,Established Client,8.5,13065.095000000001,-34334.905
182,40,439049,2011-12-12,IN,100/300,1000.0,1022.42,0,466161,MALE,1022.42,other-service,skydiving,husband,50000.0,-56900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,7168 Andromedia Ridge,13,1,YES,0,2,NO,71100.0,71100.0,71100.0,49770,Audi,A3,2008,N,Middle Aged,Long-Term Client,15.166666666666666,15506.703333333333,-55593.29666666667
282,46,502634,1991-08-17,OH,100/300,2000.0,1558.86,0,450800,MALE,1558.86,other-service,dancing,wife,51100.0,-75100,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,7954 Tree Ridge,2,1,YES,2,2,NO,69400.0,69400.0,69400.0,48580,BMW,M5,2012,N,Middle Aged,Long-Term Client,23.5,36633.21,-32766.79
222,39,378588,2004-02-29,OH,500/1000,500.0,1757.87,0,458993,MALE,1757.87,transport-moving,board-games,not-in-family,71400.0,0,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,1956 Apache St,9,3,YES,2,1,NO,55000.0,55000.0,55000.0,40000,Saab,93,1996,Y,Middle Aged,Long-Term Client,18.5,32520.594999999998,-22479.405000000002
415,52,794731,2015-02-22,IN,250/500,1000.0,973.5,0,468634,MALE,973.5,machine-op-inspct,polo,not-in-family,50400.0,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,9918 Andromedia Drive,15,2,YES,1,3,YES,51090.0,51090.0,51090.0,35370,Toyota,Highlander,2003,N,Middle Aged,Long-Term Client,34.583333333333336,33666.875,-17423.125
51,34,641934,2013-12-25,OH,500/1000,500.0,1430.8,0,461264,MALE,1430.8,machine-op-inspct,camping,unmarried,0.0,0,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,23,1,YES,2,3,NO,64200.0,64200.0,64200.0,38520,Honda,Civic,2007,Y,Middle Aged,Established Client,4.25,6080.9,-58119.1
255,45,113516,1990-10-13,IL,500/1000,500.0,1192.27,0,600184,MALE,1192.27,sales,base-jumping,own-child,0.0,-40200,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,3311 2nd Drive,16,1,NO,2,0,YES,67320.0,67320.0,67320.0,42840,Ford,Fusion,2006,N,Middle Aged,Long-Term Client,21.25,25335.7375,-41984.2625
143,31,425631,2014-07-05,IL,250/500,500.0,1163.83,0,604874,MALE,1163.83,protective-serv,movies,husband,37700.0,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,21,4,YES,2,0,NO,76120.0,76120.0,76120.0,55360,Audi,A5,1999,N,Middle Aged,Established Client,11.916666666666666,13868.974166666667,-62251.02583333333
130,28,542245,1991-11-25,OH,500/1000,1000.0,1003.15,0,462377,FEMALE,1003.15,farming-fishing,movies,other-relative,0.0,-38500,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,1,NO,85020.0,85020.0,85020.0,58860,Ford,Fusion,2010,N,Young Adult,Established Client,10.833333333333334,10867.458333333334,-74152.54166666667
242,41,512894,1990-10-02,OH,250/500,2000.0,1153.54,6000000,619657,MALE,1153.54,protective-serv,polo,unmarried,0.0,-57000,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,6853 Sky Hwy,3,3,NO,0,1,NO,68090.0,68090.0,68090.0,43330,Toyota,Corolla,2009,N,Middle Aged,Long-Term Client,20.166666666666668,23263.056666666667,-44826.94333333333
96,27,633090,2009-02-17,IL,100/300,1000.0,1631.1,0,437323,FEMALE,1631.1,priv-house-serv,exercise,wife,0.0,0,2015-01-23,Parked Car,?,Trivial Damage,Police,WV,Arlington,7780 Flute Lane,4,1,YES,1,2,NO,6030.0,6030.0,6030.0,4690,Nissan,Pathfinder,2007,N,Young Adult,Established Client,8.0,13048.8,7018.799999999999
180,35,464234,2005-07-17,IL,500/1000,1000.0,1252.48,0,432148,MALE,1252.48,machine-op-inspct,yachting,wife,0.0,-55800,2015-02-10,Vehicle Theft,?,Minor Damage,None,OH,Springfield,1687 3rd Lane,17,1,YES,1,3,NO,5100.0,5100.0,5100.0,3570,Chevrolet,Malibu,2000,N,Middle Aged,Long-Term Client,15.0,18787.2,13687.2
150,30,290162,1994-03-12,IN,100/300,1000.0,1677.26,0,439690,MALE,1677.26,sales,yachting,own-child,40100.0,0,2015-01-10,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,6378 Britain Ave,7,1,YES,1,3,YES,4590.0,4590.0,4590.0,3570,Volkswagen,Jetta,2013,N,Young Adult,Established Client,12.5,20965.75,16375.75
463,59,638155,1994-08-03,IL,250/500,1000.0,979.73,0,601848,FEMALE,979.73,exec-managerial,yachting,not-in-family,51700.0,0,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,1306 Andromedia St,14,2,YES,1,2,NO,72400.0,72400.0,72400.0,50680,Chevrolet,Tahoe,1999,Y,Elderly,Long-Term Client,38.583333333333336,37801.24916666667,-34598.75083333333
472,64,911429,2012-08-25,IN,250/500,500.0,989.24,0,615821,MALE,989.24,other-service,skydiving,not-in-family,0.0,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,3664 Francis Ridge,13,1,NO,2,3,NO,70900.0,70900.0,70900.0,49630,Mercedes,ML350,2002,N,Elderly,Long-Term Client,39.333333333333336,38910.10666666667,-31989.893333333333
75,25,106186,2011-12-02,IL,500/1000,1000.0,1389.86,0,472475,FEMALE,1389.86,priv-house-serv,hiking,husband,0.0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,5985 Lincoln Lane,23,2,YES,2,3,YES,65100.0,65100.0,65100.0,52080,Saab,93,2011,N,Young Adult,Established Client,6.25,8686.625,-56413.375
193,40,311783,2005-02-25,OH,100/300,500.0,1233.85,0,457463,FEMALE,1233.85,handlers-cleaners,chess,husband,0.0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,3706 4th Hwy,23,3,YES,2,1,YES,64260.0,64260.0,64260.0,49980,Ford,Escape,1999,N,Middle Aged,Long-Term Client,16.083333333333332,19844.420833333334,-44415.57916666666
43,43,528385,1997-11-07,IL,500/1000,500.0,1320.39,0,604861,FEMALE,1320.39,armed-forces,yachting,not-in-family,0.0,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,6603 Francis Hwy,16,1,YES,2,1,NO,79970.0,79970.0,79970.0,50890,Honda,CRV,1996,Y,Middle Aged,Established Client,3.5833333333333335,4731.397500000001,-75238.6025
253,41,228403,2004-04-20,IN,100/300,1000.0,1435.09,0,471519,FEMALE,1435.09,machine-op-inspct,bungie-jumping,not-in-family,36600.0,0,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,7069 4th Hwy,17,1,NO,2,0,NO,56610.0,56610.0,56610.0,44030,Chevrolet,Tahoe,1995,N,Middle Aged,Long-Term Client,21.083333333333332,30256.48083333333,-26353.51916666667
152,30,209177,2009-11-17,IN,500/1000,500.0,1448.54,0,618682,FEMALE,1448.54,craft-repair,polo,wife,58600.0,0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,9,1,YES,1,1,NO,84590.0,84590.0,84590.0,69210,Toyota,Highlander,2000,Y,Young Adult,Long-Term Client,12.666666666666666,18348.173333333332,-66241.82666666666
160,38,497929,2009-09-19,OH,250/500,500.0,1733.56,0,441425,MALE,1733.56,sales,sleeping,wife,0.0,-43800,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,5894 Flute Drive,13,3,NO,2,1,YES,66780.0,66780.0,66780.0,44520,Mercedes,ML350,1996,N,Middle Aged,Long-Term Client,13.333333333333334,23114.133333333335,-43665.86666666667
56,36,735844,2009-11-08,IN,100/300,500.0,1533.07,0,609336,MALE,1533.07,farming-fishing,exercise,own-child,0.0,-28800,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,8459 Apache Ave,13,1,YES,1,2,YES,58500.0,58500.0,58500.0,52000,Ford,Escape,2001,N,Middle Aged,Established Client,4.666666666666667,7154.326666666666,-51345.67333333333
286,41,710741,2001-09-12,IL,100/300,500.0,1106.77,0,603320,FEMALE,1106.77,prof-specialty,golf,other-relative,45500.0,-62500,2015-02-26,Parked Car,?,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,3,1,YES,2,0,NO,5000.0,5000.0,5000.0,4000,Dodge,RAM,2003,N,Middle Aged,Long-Term Client,23.833333333333332,26378.018333333333,21378.018333333333
3,29,276804,1992-11-27,IL,100/300,500.0,995.7,5000000,615446,FEMALE,995.7,priv-house-serv,chess,unmarried,0.0,0,2015-02-02,Parked Car,?,Trivial Damage,Police,PA,Springfield,1821 Andromedia Ridge,3,1,YES,2,1,NO,5000.0,5000.0,5000.0,3500,Mercedes,E400,2008,Y,Young Adult,New Client,0.25,248.925,-4751.075
286,41,507545,1998-12-07,IL,250/500,1000.0,1298.85,6000000,435967,FEMALE,1298.85,sales,camping,other-relative,71300.0,-70300,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,6859 Flute Ridge,16,3,YES,1,3,YES,54450.0,54450.0,54450.0,36300,Saab,92x,2007,N,Middle Aged,Long-Term Client,23.833333333333332,30955.925,-23494.075
239,38,485642,1990-08-25,OH,250/500,1000.0,1276.73,5000000,610246,FEMALE,1276.73,handlers-cleaners,bungie-jumping,other-relative,0.0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,4175 Elm Ridge,12,3,NO,1,3,NO,61920.0,61920.0,61920.0,48160,Saab,93,2003,N,Middle Aged,Long-Term Client,19.916666666666668,25428.205833333333,-36491.79416666667
64,29,796375,2011-10-22,OH,250/500,2000.0,1202.28,0,479327,MALE,1202.28,exec-managerial,cross-fit,other-relative,0.0,-61400,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,5007 Oak St,4,1,YES,1,2,NO,43700.0,43700.0,43700.0,34960,Nissan,Pathfinder,2007,Y,Young Adult,Established Client,5.333333333333333,6412.16,-37287.84
98,31,171183,1990-02-01,IN,100/300,500.0,671.92,0,468300,MALE,671.92,machine-op-inspct,bungie-jumping,wife,0.0,-26400,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,5790 Flute Ridge,3,1,YES,2,0,NO,64080.0,64080.0,64080.0,49840,Ford,Escape,1997,N,Middle Aged,Established Client,8.166666666666666,5487.346666666666,-58592.653333333335
16,35,110084,1990-11-27,IL,250/500,1000.0,1358.03,0,612660,MALE,1358.03,sales,chess,own-child,59300.0,-31400,2015-02-17,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8704 Britain Lane,0,1,NO,2,1,NO,55000.0,55000.0,55000.0,35000,Volkswagen,Jetta,2008,Y,Middle Aged,New Client,1.3333333333333333,1810.7066666666667,-53189.293333333335
70,27,714784,2004-07-16,IN,250/500,1000.0,1008.79,4000000,466691,FEMALE,1008.79,adm-clerical,video-games,own-child,46000.0,0,2015-01-13,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,7816 MLK Lane,19,1,NO,2,3,NO,4400.0,4400.0,4400.0,3850,Toyota,Camry,2000,N,Young Adult,Established Client,5.833333333333333,5884.608333333334,1484.6083333333336
75,27,143924,1993-12-10,OH,100/300,1000.0,1141.1,0,468515,MALE,1141.1,armed-forces,movies,other-relative,0.0,0,2015-02-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,3618 Maple Lane,15,2,YES,0,1,YES,71640.0,71640.0,71640.0,53730,Toyota,Highlander,2008,N,Young Adult,Established Client,6.25,7131.874999999999,-64508.125
246,44,996850,1995-03-08,OH,100/300,1000.0,1397.0,0,614521,MALE,1397.0,machine-op-inspct,reading,not-in-family,0.0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,7705 Lincoln Drive,6,1,NO,1,0,NO,61740.0,61740.0,61740.0,48020,Accura,MDX,1997,N,Middle Aged,Long-Term Client,20.5,28638.5,-33101.5
110,27,284834,2009-08-03,OH,500/1000,1000.0,1664.66,0,465921,FEMALE,1664.66,priv-house-serv,golf,own-child,0.0,-66200,2015-02-05,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Springfield,8602 Washington Ridge,3,1,YES,0,3,NO,57500.0,57500.0,57500.0,46000,Audi,A3,2010,N,Young Adult,Established Client,9.166666666666666,15259.383333333333,-42240.61666666667
236,39,830878,1996-11-03,IN,250/500,1000.0,1151.39,4000000,604555,FEMALE,1151.39,exec-managerial,reading,wife,0.0,-63900,2015-01-01,Parked Car,?,Minor Damage,Police,NY,Springfield,2832 Andromedia Lane,17,1,YES,0,0,NO,8700.0,8700.0,8700.0,6090,Accura,RSX,2003,N,Middle Aged,Long-Term Client,19.666666666666668,22644.003333333334,13944.003333333334
267,46,270208,2004-08-09,OH,100/300,2000.0,1546.01,0,616276,FEMALE,1546.01,adm-clerical,polo,wife,0.0,0,2015-01-06,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Riverwood,9760 4th Hwy,4,4,NO,2,1,NO,77100.0,77100.0,77100.0,53970,Volkswagen,Jetta,1996,N,Middle Aged,Long-Term Client,22.25,34398.7225,-42701.2775
463,57,407958,1991-07-20,IL,250/500,500.0,1063.67,0,463356,MALE,1063.67,priv-house-serv,dancing,wife,0.0,0,2015-02-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2509 Rock Drive,14,1,NO,2,0,YES,59400.0,59400.0,59400.0,46200,Dodge,Neon,1995,N,Elderly,Long-Term Client,38.583333333333336,41039.934166666666,-18360.065833333334
303,46,832300,2005-01-14,IN,100/300,1000.0,709.14,0,450184,MALE,709.14,machine-op-inspct,kayaking,husband,0.0,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,2063 Weaver St,3,3,NO,1,0,NO,54890.0,54890.0,54890.0,39920,Toyota,Corolla,2006,N,Middle Aged,Long-Term Client,25.25,17905.785,-36984.215
137,30,927205,2011-12-16,IL,250/500,500.0,1039.55,0,466393,MALE,1039.55,exec-managerial,kayaking,unmarried,55600.0,-59700,2015-02-16,Multi-vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,3818 Texas Ridge,4,3,YES,2,1,NO,74030.0,74030.0,74030.0,53840,Chevrolet,Tahoe,2005,N,Young Adult,Established Client,11.416666666666666,11868.195833333333,-62161.80416666667
56,42,655356,1996-07-07,IL,250/500,500.0,1339.39,0,471786,FEMALE,1339.39,adm-clerical,chess,not-in-family,0.0,0,2015-02-25,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3929 Elm Ave,13,1,YES,1,2,YES,61490.0,61490.0,61490.0,39130,BMW,X5,1998,N,Middle Aged,Established Client,4.666666666666667,6250.486666666668,-55239.513333333336
75,27,831053,1992-08-05,IN,250/500,1000.0,1202.75,0,602289,MALE,1202.75,handlers-cleaners,board-games,not-in-family,57900.0,-90100,2015-01-21,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Northbrook,9911 Britain Lane,23,3,NO,0,2,YES,79560.0,79560.0,79560.0,59670,Volkswagen,Passat,2003,N,Young Adult,Established Client,6.25,7517.1875,-72042.8125
131,33,432740,1990-10-09,IL,100/300,2000.0,1081.17,0,445120,MALE,1081.17,sales,yachting,wife,0.0,-65200,2015-01-28,Parked Car,?,Minor Damage,Police,NY,Northbend,3246 Britain Ridge,3,1,YES,0,1,NO,4900.0,4900.0,4900.0,3920,Toyota,Camry,2010,N,Middle Aged,Established Client,10.916666666666666,11802.772500000001,6902.772500000001
153,34,893853,1994-02-27,IL,250/500,500.0,991.39,0,449260,MALE,991.39,tech-support,paintball,other-relative,45600.0,-61400,2015-02-27,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,2696 Cherokee Ridge,0,3,YES,1,0,NO,77770.0,77770.0,77770.0,49490,Nissan,Pathfinder,2000,N,Middle Aged,Long-Term Client,12.75,12640.2225,-65129.7775
255,43,594988,2007-05-06,IN,500/1000,500.0,984.02,0,472724,FEMALE,984.02,transport-moving,board-games,unmarried,75800.0,0,2015-02-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Columbus,5249 4th Ave,14,2,YES,2,2,NO,74700.0,74700.0,74700.0,52290,Nissan,Maxima,2007,Y,Middle Aged,Long-Term Client,21.25,20910.425,-53789.575
103,26,979544,2014-04-21,IL,100/300,500.0,1354.83,0,475173,MALE,1354.83,tech-support,sleeping,husband,66300.0,0,2015-01-18,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,4721 Cherokee Hwy,14,2,NO,2,2,NO,40600.0,40600.0,40600.0,32480,Volkswagen,Passat,2010,N,Young Adult,Established Client,8.583333333333334,11628.957499999999,-28971.042500000003
97,28,191891,2010-02-11,OH,100/300,1000.0,830.31,0,443854,MALE,830.31,farming-fishing,video-games,husband,0.0,-32600,2015-01-13,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Springfield,8212 Flute Ridge,22,1,YES,1,0,NO,45270.0,45270.0,45270.0,25150,Jeep,Wrangler,2006,N,Young Adult,Established Client,8.083333333333334,6711.6725,-38558.3275
214,36,831479,2000-06-04,IL,100/300,2000.0,987.42,7000000,461418,FEMALE,987.42,machine-op-inspct,kayaking,own-child,0.0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,3592 MLK Ridge,17,3,NO,0,3,NO,47080.0,47080.0,47080.0,34240,Saab,93,2006,N,Middle Aged,Long-Term Client,17.833333333333332,17608.989999999998,-29471.010000000002
438,57,714346,1991-10-05,OH,500/1000,500.0,1119.29,0,616164,FEMALE,1119.29,machine-op-inspct,chess,husband,0.0,0,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,6494 4th Ave,14,1,YES,0,0,NO,40700.0,40700.0,40700.0,32560,Volkswagen,Passat,2000,Y,Elderly,Long-Term Client,36.5,40854.085,154.08499999999913
87,27,326289,2004-01-03,OH,100/300,500.0,1048.39,0,620962,FEMALE,1048.39,transport-moving,polo,own-child,0.0,0,2015-02-13,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,6608 Apache Lane,2,1,YES,2,1,YES,34650.0,34650.0,34650.0,25200,Ford,F150,1996,N,Young Adult,Established Client,7.25,7600.8275,-27049.1725
27,28,944537,1992-07-23,OH,500/1000,1000.0,1074.47,0,465201,MALE,1074.47,protective-serv,camping,wife,0.0,0,2015-02-13,Parked Car,?,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,4,1,YES,2,0,NO,3200.0,3200.0,3200.0,2400,Jeep,Grand Cherokee,2012,N,Young Adult,Established Client,2.25,2417.5575000000003,-782.4424999999997
206,42,779156,1993-10-10,IL,500/1000,1000.0,1230.76,0,470488,MALE,1230.76,machine-op-inspct,yachting,unmarried,0.0,-74200,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,2,1,YES,1,1,NO,78980.0,78980.0,78980.0,57440,Saab,92x,1997,Y,Middle Aged,Long-Term Client,17.166666666666668,21128.046666666665,-57851.95333333334
127,31,856153,2002-07-09,OH,500/1000,500.0,1255.02,0,462250,MALE,1255.02,sales,reading,not-in-family,58200.0,0,2015-01-13,Parked Car,?,Minor Damage,None,SC,Riverwood,3028 5th St,10,1,YES,1,0,NO,6160.0,6160.0,6160.0,4480,Nissan,Ultima,1996,N,Middle Aged,Established Client,10.583333333333334,13282.295,7122.295
422,60,473338,2010-11-14,IN,100/300,1000.0,1555.52,0,436408,FEMALE,1555.52,machine-op-inspct,hiking,own-child,43600.0,-67800,2015-02-14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Northbrook,8949 Rock Hwy,11,1,YES,1,1,NO,85250.0,85250.0,85250.0,62000,Mercedes,E400,1999,N,Elderly,Long-Term Client,35.166666666666664,54702.45333333333,-30547.54666666667
303,50,521694,1997-03-03,IL,100/300,2000.0,836.11,5000000,464230,MALE,836.11,sales,camping,not-in-family,0.0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,9751 Tree St,1,4,YES,1,2,NO,72840.0,72840.0,72840.0,54630,Dodge,Neon,2010,N,Middle Aged,Long-Term Client,25.25,21111.7775,-51728.2225
